class,uid,assigned_type,assigned_key,call_offset,UID,EventType,EventNumber,PracticeSessionNumber,TrackOverride,TrackTempStart,TrackTempEnd,AltAdvertising
WEEKENDEVENT_c,8722,,8722,0xF8E9,8722,"RACETYPE_c(1161, 1162, S_PRACTICE_UC)",1,1,"WORLDSCRIPT_c(5406, 5407, S_WORLD_ATLANTA, 24.0, 1.54, None, S_WORLD_LOC_ATLANTA, None, None, False, 33, 54, 124000, 128452383, [], 29.877, None, S_HDRIVER_D_EARNHARDT, S_HDRIVER_D_EARNHARDT, S_HDRIVER_G_BODINE, S_HDRIVER_D_EARNHARDT, False, S_TB_ATLANTA, 9.0, 23.0, True, 33.075, 31.637, 30.199, 197.478, 163.633, 81, False, None, S_HDRIVER_R_PETTY, [], 30.921, 32.379, 33.587, 8.0, 26.0, 36.844, 35.934, 35.178, 33.625, 0.945, Atlanta)",27.0,30.0,False
WEEKENDEVENT_c,8723,,8723,0xF90D,8723,"RACETYPE_c(1161, 1162, S_PRACTICE_UC)",2,2,"WORLDSCRIPT_c(5406, 5407, S_WORLD_ATLANTA, 24.0, 1.54, None, S_WORLD_LOC_ATLANTA, None, None, False, 33, 54, 124000, 128452383, [], 29.877, None, S_HDRIVER_D_EARNHARDT, S_HDRIVER_D_EARNHARDT, S_HDRIVER_G_BODINE, S_HDRIVER_D_EARNHARDT, False, S_TB_ATLANTA, 9.0, 23.0, True, 33.075, 31.637, 30.199, 197.478, 163.633, 81, False, None, S_HDRIVER_R_PETTY, [], 30.921, 32.379, 33.587, 8.0, 26.0, 36.844, 35.934, 35.178, 33.625, 0.945, Atlanta)",29.0,34.0,False
WEEKENDEVENT_c,8724,,8724,0xF931,8724,"RACETYPE_c(1163, 1164, S_QUALIFICATION_UC)",3,-1,"WORLDSCRIPT_c(5406, 5407, S_WORLD_ATLANTA, 24.0, 1.54, None, S_WORLD_LOC_ATLANTA, None, None, False, 33, 54, 124000, 128452383, [], 29.877, None, S_HDRIVER_D_EARNHARDT, S_HDRIVER_D_EARNHARDT, S_HDRIVER_G_BODINE, S_HDRIVER_D_EARNHARDT, False, S_TB_ATLANTA, 9.0, 23.0, True, 33.075, 31.637, 30.199, 197.478, 163.633, 81, False, None, S_HDRIVER_R_PETTY, [], 30.921, 32.379, 33.587, 8.0, 26.0, 36.844, 35.934, 35.178, 33.625, 0.945, Atlanta)",25.0,29.0,False
WEEKENDEVENT_c,8725,,8725,0xF955,8725,"RACETYPE_c(1165, 1166, S_MULTI_QUICKRACE_UC)",5,-1,None,31.0,27.0,False
WEEKENDEVENT_c,8727,,8727,0xF979,8727,"RACETYPE_c(1161, 1162, S_PRACTICE_UC)",1,1,"WORLDSCRIPT_c(1635, 1636, S_WORLD_RICHMOND, 14.0, 0.75, None, S_WORLD_LOC_RICHMOND, None, None, False, 25, 44, 97912, 127992851, [], 21.556, None, S_HDRIVER_R_PETTY, S_HDRIVER_R_PETTY, S_DRIVER_M_KENSETH, S_HDRIVER_D_JARRET, False, S_TB_RICHMOND, 18.0, 23.0, False, 24.434, 23.372, 22.309, 130.334, 109.047, 76, False, None, S_HDRIVER_R_PETTY, [], 22.645, 23.232, 24.487, 16.0, 30.0, 25.984, 24.889, 23.976, 22.952, 0.98, Richmond)",28.0,34.0,True
WEEKENDEVENT_c,8728,,8728,0xF99D,8728,"RACETYPE_c(1161, 1162, S_PRACTICE_UC)",2,2,"WORLDSCRIPT_c(1635, 1636, S_WORLD_RICHMOND, 14.0, 0.75, None, S_WORLD_LOC_RICHMOND, None, None, False, 25, 44, 97912, 127992851, [], 21.556, None, S_HDRIVER_R_PETTY, S_HDRIVER_R_PETTY, S_DRIVER_M_KENSETH, S_HDRIVER_D_JARRET, False, S_TB_RICHMOND, 18.0, 23.0, False, 24.434, 23.372, 22.309, 130.334, 109.047, 76, False, None, S_HDRIVER_R_PETTY, [], 22.645, 23.232, 24.487, 16.0, 30.0, 25.984, 24.889, 23.976, 22.952, 0.98, Richmond)",30.0,31.0,True
WEEKENDEVENT_c,8729,,8729,0xF9C1,8729,"RACETYPE_c(1163, 1164, S_QUALIFICATION_UC)",3,-1,"WORLDSCRIPT_c(1635, 1636, S_WORLD_RICHMOND, 14.0, 0.75, None, S_WORLD_LOC_RICHMOND, None, None, False, 25, 44, 97912, 127992851, [], 21.556, None, S_HDRIVER_R_PETTY, S_HDRIVER_R_PETTY, S_DRIVER_M_KENSETH, S_HDRIVER_D_JARRET, False, S_TB_RICHMOND, 18.0, 23.0, False, 24.434, 23.372, 22.309, 130.334, 109.047, 76, False, None, S_HDRIVER_R_PETTY, [], 22.645, 23.232, 24.487, 16.0, 30.0, 25.984, 24.889, 23.976, 22.952, 0.98, Richmond)",28.0,27.0,True
WEEKENDEVENT_c,8730,,8730,0xF9E5,8730,"RACETYPE_c(1165, 1166, S_MULTI_QUICKRACE_UC)",5,-1,None,31.0,26.0,True
WEEKENDEVENT_c,8732,,8732,0xFA09,8732,"RACETYPE_c(1161, 1162, S_PRACTICE_UC)",1,1,None,28.0,31.0,False
WEEKENDEVENT_c,8733,,8733,0xFA2D,8733,"RACETYPE_c(1163, 1164, S_QUALIFICATION_UC)",2,-1,None,30.0,28.0,False
WEEKENDEVENT_c,8734,,8734,0xFA51,8734,"RACETYPE_c(1161, 1162, S_PRACTICE_UC)",3,2,None,24.0,27.0,False
WEEKENDEVENT_c,8735,,8735,0xFA75,8735,"RACETYPE_c(1161, 1162, S_PRACTICE_UC)",4,3,None,27.0,30.0,False
WEEKENDEVENT_c,8736,,8736,0xFA99,8736,"RACETYPE_c(1165, 1166, S_MULTI_QUICKRACE_UC)",5,-1,None,27.0,32.0,False
WEEKENDEVENT_c,9353,,9353,0xFABD,9353,"RACETYPE_c(1161, 1162, S_PRACTICE_UC)",1,1,None,24.0,30.0,False
WEEKENDEVENT_c,9354,,9354,0xFAE1,9354,"RACETYPE_c(1161, 1162, S_PRACTICE_UC)",2,2,None,28.0,32.0,False
WEEKENDEVENT_c,9355,,9355,0xFB05,9355,"RACETYPE_c(1163, 1164, S_QUALIFICATION_UC)",3,-1,None,29.0,30.0,False
WEEKENDEVENT_c,9356,,9356,0xFB29,9356,"RACETYPE_c(1165, 1166, S_MULTI_QUICKRACE_UC)",4,-1,None,28.0,32.0,False
WEEKENDEVENT_c,9359,,9359,0xFB4D,9359,"RACETYPE_c(1161, 1162, S_PRACTICE_UC)",1,1,None,27.0,30.0,True
WEEKENDEVENT_c,9360,,9360,0xFB71,9360,"RACETYPE_c(1161, 1162, S_PRACTICE_UC)",2,2,None,29.0,34.0,True
WEEKENDEVENT_c,9361,,9361,0xFB95,9361,"RACETYPE_c(1163, 1164, S_QUALIFICATION_UC)",3,-1,None,32.0,34.0,True
WEEKENDEVENT_c,9362,,9362,0xFBB9,9362,"RACETYPE_c(1165, 1166, S_MULTI_QUICKRACE_UC)",4,-1,None,28.0,33.0,True
WEEKENDEVENT_c,9377,,9377,0xFBDD,9377,"RACETYPE_c(1161, 1162, S_PRACTICE_UC)",1,1,"WORLDSCRIPT_c(1528, 1529, S_WORLD_CHARLOTTE, 24.0, 1.5, None, S_WORLD_LOC_CHARLOTTE, None, None, False, 6, 38, 134000, 128452115, [], 28.845, None, S_DRIVER_J_JOHNSON, S_TH_ALLISON_PETTY, S_DRIVER_G_BIFFLE, S_DRIVER_J_GORDON, False, S_TB_LOWES, 20.0, 25.0, True, 33.112, 31.672, 30.233, 193.708, 160.682, 70, False, None, S_HDRIVER_R_PETTY, [], 29.888, 30.943, 32.653, 19.0, 30.0, 34.476, 32.854, 31.653, 30.354, 0.98, Lowes)",29.0,28.0,False
WEEKENDEVENT_c,9378,,9378,0xFC01,9378,"RACETYPE_c(1163, 1164, S_QUALIFICATION_UC)",2,-1,"WORLDSCRIPT_c(1528, 1529, S_WORLD_CHARLOTTE, 24.0, 1.5, None, S_WORLD_LOC_CHARLOTTE, None, None, False, 6, 38, 134000, 128452115, [], 28.845, None, S_DRIVER_J_JOHNSON, S_TH_ALLISON_PETTY, S_DRIVER_G_BIFFLE, S_DRIVER_J_GORDON, False, S_TB_LOWES, 20.0, 25.0, True, 33.112, 31.672, 30.233, 193.708, 160.682, 70, False, None, S_HDRIVER_R_PETTY, [], 29.888, 30.943, 32.653, 19.0, 30.0, 34.476, 32.854, 31.653, 30.354, 0.98, Lowes)",29.0,28.0,False
WEEKENDEVENT_c,9379,,9379,0xFC25,9379,"RACETYPE_c(1161, 1162, S_PRACTICE_UC)",3,2,"WORLDSCRIPT_c(1528, 1529, S_WORLD_CHARLOTTE, 24.0, 1.5, None, S_WORLD_LOC_CHARLOTTE, None, None, False, 6, 38, 134000, 128452115, [], 28.845, None, S_DRIVER_J_JOHNSON, S_TH_ALLISON_PETTY, S_DRIVER_G_BIFFLE, S_DRIVER_J_GORDON, False, S_TB_LOWES, 20.0, 25.0, True, 33.112, 31.672, 30.233, 193.708, 160.682, 70, False, None, S_HDRIVER_R_PETTY, [], 29.888, 30.943, 32.653, 19.0, 30.0, 34.476, 32.854, 31.653, 30.354, 0.98, Lowes)",30.0,29.0,False
WEEKENDEVENT_c,9380,,9380,0xFC49,9380,"RACETYPE_c(1161, 1162, S_PRACTICE_UC)",4,3,"WORLDSCRIPT_c(1528, 1529, S_WORLD_CHARLOTTE, 24.0, 1.5, None, S_WORLD_LOC_CHARLOTTE, None, None, False, 6, 38, 134000, 128452115, [], 28.845, None, S_DRIVER_J_JOHNSON, S_TH_ALLISON_PETTY, S_DRIVER_G_BIFFLE, S_DRIVER_J_GORDON, False, S_TB_LOWES, 20.0, 25.0, True, 33.112, 31.672, 30.233, 193.708, 160.682, 70, False, None, S_HDRIVER_R_PETTY, [], 29.888, 30.943, 32.653, 19.0, 30.0, 34.476, 32.854, 31.653, 30.354, 0.98, Lowes)",29.0,28.0,False
WEEKENDEVENT_c,9381,,9381,0xFC6D,9381,"RACETYPE_c(1165, 1166, S_MULTI_QUICKRACE_UC)",6,-1,None,30.0,27.0,True
WEEKENDEVENT_c,9383,,9383,0xFC91,9383,"RACETYPE_c(1161, 1162, S_PRACTICE_UC)",1,1,None,29.0,34.0,False
WEEKENDEVENT_c,9384,,9384,0xFCB5,9384,"RACETYPE_c(1163, 1164, S_QUALIFICATION_UC)",2,-1,None,31.0,29.0,False
WEEKENDEVENT_c,9385,,9385,0xFCD9,9385,"RACETYPE_c(1161, 1162, S_PRACTICE_UC)",3,2,None,28.0,32.0,False
WEEKENDEVENT_c,9386,,9386,0xFCFD,9386,"RACETYPE_c(1161, 1162, S_PRACTICE_UC)",4,3,None,32.0,35.0,False
WEEKENDEVENT_c,9387,,9387,0xFD21,9387,"RACETYPE_c(1165, 1166, S_MULTI_QUICKRACE_UC)",5,-1,None,32.0,36.0,False
WEEKENDEVENT_c,9389,,9389,0xFD45,9389,"RACETYPE_c(1161, 1162, S_PRACTICE_UC)",1,1,None,28.0,30.0,False
WEEKENDEVENT_c,9390,,9390,0xFD69,9390,"RACETYPE_c(1161, 1162, S_PRACTICE_UC)",2,2,None,31.0,27.0,False
WEEKENDEVENT_c,9391,,9391,0xFD8D,9391,"RACETYPE_c(1163, 1164, S_QUALIFICATION_UC)",3,-1,None,29.0,32.0,False
WEEKENDEVENT_c,9392,,9392,0xFDB1,9392,"RACETYPE_c(1165, 1166, S_MULTI_QUICKRACE_UC)",4,-1,None,27.0,32.0,False
WEEKENDEVENT_c,9394,,9394,0xFDD5,9394,"RACETYPE_c(1161, 1162, S_PRACTICE_UC)",1,1,None,29.0,35.0,True
WEEKENDEVENT_c,9395,,9395,0xFDF9,9395,"RACETYPE_c(1163, 1164, S_QUALIFICATION_UC)",2,-1,None,32.0,29.0,True
WEEKENDEVENT_c,9396,,9396,0xFE1D,9396,"RACETYPE_c(1161, 1162, S_PRACTICE_UC)",3,2,None,26.0,29.0,True
WEEKENDEVENT_c,9397,,9397,0xFE41,9397,"RACETYPE_c(1161, 1162, S_PRACTICE_UC)",4,3,None,29.0,31.0,True
WEEKENDEVENT_c,9398,,9398,0xFE65,9398,"RACETYPE_c(1165, 1166, S_MULTI_QUICKRACE_UC)",5,-1,None,32.0,34.0,True
WEEKENDEVENT_c,12538,,12538,0xFE89,12538,"RACETYPE_c(12534, 12535, S_BLANK)",4,-1,None,22.0,20.0,False
WEEKENDEVENT_c,12539,,12539,0xFEAD,12539,"RACETYPE_c(12536, 12537, S_BLANK)",5,-1,None,20.0,17.0,False
WEEKENDEVENT_c,12546,,12546,0xFED1,12546,"RACETYPE_c(1163, 1164, S_QUALIFICATION_UC)",2,-1,None,25.0,28.0,False
WEEKENDEVENT_c,12547,,12547,0xFEF5,12547,"RACETYPE_c(1161, 1162, S_PRACTICE_UC)",1,1,None,21.0,24.0,False
WEEKENDEVENT_c,12548,,12548,0xFF19,12548,"RACETYPE_c(1161, 1162, S_PRACTICE_UC)",3,2,None,25.0,28.0,False
WEEKENDEVENT_c,12549,,12549,0xFF3D,12549,"RACETYPE_c(12542, 12543, S_BLANK)",4,-1,None,26.0,28.0,False
WEEKENDEVENT_c,12550,,12550,0xFF61,12550,"RACETYPE_c(12544, 12545, S_BLANK)",5,-1,None,28.0,30.0,False
WEEKENDEVENT_c,12555,,12555,0xFF85,12555,"RACETYPE_c(1161, 1162, S_PRACTICE_UC)",1,3,None,19.0,27.0,False
WEEKENDEVENT_c,12556,,12556,0xFFA9,12556,"RACETYPE_c(1161, 1162, S_PRACTICE_UC)",2,4,None,22.0,28.0,False
WEEKENDEVENT_c,12557,,12557,0xFFCD,12557,"RACETYPE_c(1161, 1162, S_PRACTICE_UC)",3,5,None,24.0,28.0,False
WEEKENDEVENT_c,12558,,12558,0xFFF1,12558,"RACETYPE_c(1165, 1166, S_MULTI_QUICKRACE_UC)",4,-1,None,22.0,27.0,False
WEEKENDEVENT_c,14573,,14573,0x10015,14573,"RACETYPE_c(1161, 1162, S_PRACTICE_UC)",1,1,None,32.0,34.0,False
WEEKENDEVENT_c,14574,,14574,0x10039,14574,"RACETYPE_c(1161, 1162, S_PRACTICE_UC)",2,2,None,33.0,35.0,False
WEEKENDEVENT_c,14575,,14575,0x1005D,14575,"RACETYPE_c(1163, 1164, S_QUALIFICATION_UC)",3,-1,None,33.0,34.0,False
WEEKENDEVENT_c,14576,,14576,0x10081,14576,"RACETYPE_c(1165, 1166, S_MULTI_QUICKRACE_UC)",4,-1,None,31.0,35.0,False
WEEKENDEVENT_c,14578,,14578,0x100A5,14578,"RACETYPE_c(1161, 1162, S_PRACTICE_UC)",1,1,None,29.0,31.0,False
WEEKENDEVENT_c,14579,,14579,0x100C9,14579,"RACETYPE_c(1161, 1162, S_PRACTICE_UC)",2,2,None,30.0,34.0,False
WEEKENDEVENT_c,14580,,14580,0x100ED,14580,"RACETYPE_c(1163, 1164, S_QUALIFICATION_UC)",3,-1,None,34.0,35.0,False
WEEKENDEVENT_c,14581,,14581,0x10111,14581,"RACETYPE_c(1165, 1166, S_MULTI_QUICKRACE_UC)",4,-1,None,32.0,29.0,False
WEEKENDEVENT_c,14586,,14586,0x10135,14586,"RACETYPE_c(1161, 1162, S_PRACTICE_UC)",1,1,None,28.0,32.0,False
WEEKENDEVENT_c,14587,,14587,0x10159,14587,"RACETYPE_c(1161, 1162, S_PRACTICE_UC)",2,2,None,30.0,27.0,False
WEEKENDEVENT_c,14588,,14588,0x1017D,14588,"RACETYPE_c(1163, 1164, S_QUALIFICATION_UC)",3,-1,None,26.0,29.0,False
WEEKENDEVENT_c,14589,,14589,0x101A1,14589,"RACETYPE_c(1165, 1166, S_MULTI_QUICKRACE_UC)",4,-1,None,27.0,32.0,False
WEEKENDEVENT_c,14590,,14590,0x101C5,14590,"RACETYPE_c(1161, 1162, S_PRACTICE_UC)",1,1,None,30.0,33.0,False
WEEKENDEVENT_c,14591,,14591,0x101E9,14591,"RACETYPE_c(1161, 1162, S_PRACTICE_UC)",2,2,None,32.0,36.0,False
WEEKENDEVENT_c,14592,,14592,0x1020D,14592,"RACETYPE_c(1163, 1164, S_QUALIFICATION_UC)",3,-1,None,31.0,33.0,False
WEEKENDEVENT_c,14593,,14593,0x10231,14593,"RACETYPE_c(1165, 1166, S_MULTI_QUICKRACE_UC)",4,-1,None,31.0,34.0,False
WEEKENDEVENT_c,14749,,14749,0x10255,14749,"RACETYPE_c(1161, 1162, S_PRACTICE_UC)",1,1,"WORLDSCRIPT_c(1180, 1181, S_WORLD_DAYTONA_BEACH, 31.0, 2.5, None, S_WORLD_LOC_DAYTONA_BEACH, None, None, False, 10, 31, 168000, 128385558, [], 47.816879, None, S_HDRIVER_R_PETTY, S_HDRIVER_R_PETTY, S_DRIVER_B_ELLIOT, S_HDRIVER_B_BAKER, False, S_TB_DAYTONA, 15.0, 22.0, False, 54.135, 51.781, 49.428, 210.364, 177.602, 63, False, None, S_HDRIVER_R_PETTY, [], 49.149963, 52.916748, 54.916748, 12.0, 27.0, 56.883789, 55.383667, 52.383545, 48.800073, 0.97, Daytona)",23.0,21.0,False
WEEKENDEVENT_c,14750,,14750,0x10279,14750,"RACETYPE_c(1161, 1162, S_PRACTICE_UC)",2,2,"WORLDSCRIPT_c(1180, 1181, S_WORLD_DAYTONA_BEACH, 31.0, 2.5, None, S_WORLD_LOC_DAYTONA_BEACH, None, None, False, 10, 31, 168000, 128385558, [], 47.816879, None, S_HDRIVER_R_PETTY, S_HDRIVER_R_PETTY, S_DRIVER_B_ELLIOT, S_HDRIVER_B_BAKER, False, S_TB_DAYTONA, 15.0, 22.0, False, 54.135, 51.781, 49.428, 210.364, 177.602, 63, False, None, S_HDRIVER_R_PETTY, [], 49.149963, 52.916748, 54.916748, 12.0, 27.0, 56.883789, 55.383667, 52.383545, 48.800073, 0.97, Daytona)",19.0,17.0,False
WEEKENDEVENT_c,18280,,18280,0x1029D,18280,"RACETYPE_c(7571, 7572, S_BLANK)",4,-1,None,0.0,0.0,True
WEEKENDEVENT_c,18281,,18281,0x102C1,18281,"RACETYPE_c(7571, 7572, S_BLANK)",4,-1,None,0.0,0.0,False
WEEKENDEVENT_c,18282,,18282,0x102E5,18282,"RACETYPE_c(7571, 7572, S_BLANK)",4,-1,None,0.0,0.0,True
WEEKENDEVENT_c,18305,,18305,0x10309,18305,"RACETYPE_c(7571, 7572, S_BLANK)",4,-1,None,0.0,0.0,True
WEEKENDEVENT_c,18766,,18766,0x1032D,18766,"RACETYPE_c(7571, 7572, S_BLANK)",4,-1,None,0.0,0.0,False
WEEKENDEVENT_c,18767,,18767,0x10351,18767,"RACETYPE_c(7571, 7572, S_BLANK)",4,-1,None,0.0,0.0,False
WEEKENDEVENT_c,18768,,18768,0x10375,18768,"RACETYPE_c(7571, 7572, S_BLANK)",3,-1,None,0.0,0.0,False
WEEKENDEVENT_c,18828,,18828,0x10399,18828,"RACETYPE_c(7571, 7572, S_BLANK)",4,-1,None,0.0,0.0,False
WEEKENDEVENT_c,18829,,18829,0x103BD,18829,"RACETYPE_c(7571, 7572, S_BLANK)",5,-1,None,0.0,0.0,True
WEEKENDEVENT_c,18846,,18846,0x103E1,18846,"RACETYPE_c(7571, 7572, S_BLANK)",5,-1,None,0.0,0.0,False
WEEKENDEVENT_c,21787,,21787,0x10405,21787,"RACETYPE_c(7571, 7572, S_BLANK)",4,-1,None,0.0,0.0,True
WEEKENDEVENT_c,22360,,22360,0x10429,22360,"RACETYPE_c(22358, 22359, S_BLANK)",6,-1,None,17.0,16.0,False
