class,uid,assigned_type,assigned_key,call_offset,UID,DRIVER,NUMBER,TEAM,Livery,Pin,InteriorConfig,DriverImages,Selectable,AIDriverProfile,Series,BaseArcName,LastWonSprintCup
DRIVERCONFIG_c,9649,,9649,0x16FA8,9649,"DRIVER_c(1141, S_DRIVER_M_WALTRIP, None, False, S_HT_OWENBORO, 128648222, True, , 129106177, True, False)","DRIVERNUMBER_c(9716, W:\NAS2\Hud\2012\numbers\0_placeholder.tga, 55_MICHAELWALTRIP)","RACETEAM_c(1354, S_TEAM_MWR, None, MWRteam)",None,"DRIVERPIN_c(1733, S_XG_COUNTRY_USA, USA)","DRIVERINTERIORCONFIG_c(2381, 1, None, None)",DRIVERPORTRAIT_c(7386),True,AIRACEDRIVERPROFILE_c(3372),"RACESERIES_c(9670, S_SERIES_SPRINT_CUP, 9671, IMGSPRINTCUP2012.ARC, [], [], 2012, True, None)",2012_WALTRIP,129106177
DRIVERCONFIG_c,9650,,9650,0x16FDB,9650,"DRIVER_c(1092, S_DRIVER_C_BOWYER, None, False, S_HT_EMPORIA, 129697054, True, ClintBowyer, 131727617, True, False)","DRIVERNUMBER_c(9689, W:\NAS2\Hud\2012\numbers\15_Bowyer.tga, 15_CLINTBOWYER)","RACETEAM_c(1354, S_TEAM_MWR, None, MWRteam)","LIVERIE_c(7135, CLINTBOWYER, BaseColour_c(255, 22, 0), S_SCHEME_DAYTONA, None, False, False, None, 0, None, False, None, False, 0)","DRIVERPIN_c(1733, S_XG_COUNTRY_USA, USA)","DRIVERINTERIORCONFIG_c(12419, 1, None, None)",DRIVERPORTRAIT_c(7412),True,AIRACEDRIVERPROFILE_c(3248),"RACESERIES_c(9670, S_SERIES_SPRINT_CUP, 9671, IMGSPRINTCUP2012.ARC, [], [], 2012, True, None)",2012_BOWYER,129106177
DRIVERCONFIG_c,9651,,9651,0x1700E,9651,"DRIVER_c(1119, S_DRIVER_M_MARTIN, None, False, S_HT_BATESVILLE, 128385289, True, 55MarkMartin, 131662081, True, True)","DRIVERNUMBER_c(9687, W:\NAS2\Hud\2012\numbers\55_Martin.tga, 55_MARKMARTIN)","RACETEAM_c(1354, S_TEAM_MWR, None, MWRteam)","LIVERIE_c(7118, MARKMARTIN, BaseColour_c(6, 226, 0), S_SCHEME_DAYTONA, None, False, False, None, 0, None, False, None, False, 0)","DRIVERPIN_c(1733, S_XG_COUNTRY_USA, USA)","DRIVERINTERIORCONFIG_c(12419, 1, None, None)",DRIVERPORTRAIT_c(7388),True,AIRACEDRIVERPROFILE_c(3232),"RACESERIES_c(9670, S_SERIES_SPRINT_CUP, 9671, IMGSPRINTCUP2012.ARC, [], [], 2012, True, None)",2012_MARTIN,129106177
DRIVERCONFIG_c,9652,,9652,0x17041,9652,"DRIVER_c(1084, S_DRIVER_A_ALMIROLA, None, False, S_HT_TAMPA, 130024206, True, aric_almirola, 129106177, True, False)","DRIVERNUMBER_c(9698, W:\nas2\Hud\2012\numbers\43_Almirola.tga, 43_ARICALMIROLA)","RACETEAM_c(1325, S_TEAM_RPM_01, None, RPMotorsports)","LIVERIE_c(7084, ARICALMIROLA, BaseColour_c(248, 155, 71), S_SCHEME_ALLSTAR, None, False, False, None, 0, None, False, None, False, 0)","DRIVERPIN_c(1733, S_XG_COUNTRY_USA, USA)","DRIVERINTERIORCONFIG_c(2655, 1, None, None)",DRIVERPORTRAIT_c(7417),True,AIRACEDRIVERPROFILE_c(3355),"RACESERIES_c(9670, S_SERIES_SPRINT_CUP, 9671, IMGSPRINTCUP2012.ARC, [], [], 2012, True, None)",2012_ALMIROLA,129106177
DRIVERCONFIG_c,9653,,9653,0x17074,9653,"DRIVER_c(1105, S_DRIVER_J_GORDON, None, False, S_HT_VALLEJO, 129173508, True, JeffGordonWeb, 131793153, True, True)","DRIVERNUMBER_c(9677, W:\NAS2\Hud\2012\numbers\24_Gordon.tga, 24_JEFFGORDON)","RACETEAM_c(1340, S_TEAM_HM, None, TeamHendrick)","LIVERIE_c(7105, JEFFGORDON, BaseColour_c(235, 36, 41), S_SCHEME_DAYTONA, None, False, False, None, 0, None, False, None, False, 0)","DRIVERPIN_c(1733, S_XG_COUNTRY_USA, USA)","DRIVERINTERIORCONFIG_c(2379, 1, None, None)",DRIVERPORTRAIT_c(7401),True,AIRACEDRIVERPROFILE_c(3245),"RACESERIES_c(9670, S_SERIES_SPRINT_CUP, 9671, IMGSPRINTCUP2012.ARC, [], [], 2012, True, None)",2012_GORDONJEFF,129106177
DRIVERCONFIG_c,9654,,9654,0x170A7,9654,"DRIVER_c(1121, S_DRIVER_J_MCMURRAY, None, False, S_HT_JOPLIN, 129500675, True, JamieMcMurray, 131727617, True, False)","DRIVERNUMBER_c(9672, W:\NAS2\Hud\2012\numbers\1_McMurray.tga, 1_JAMIEMCMURRAY)","RACETEAM_c(1349, S_TEAM_EGR, None, EGRTeams)","LIVERIE_c(7102, JAMIEMCMURRAY, BaseColour_c(255, 25, 0), S_SCHEME_DAYTONA, None, False, False, None, 0, None, False, None, False, 0)","DRIVERPIN_c(1733, S_XG_COUNTRY_USA, USA)","DRIVERINTERIORCONFIG_c(2829, 1, None, None)",DRIVERPORTRAIT_c(7397),True,AIRACEDRIVERPROFILE_c(3230),"RACESERIES_c(9670, S_SERIES_SPRINT_CUP, 9671, IMGSPRINTCUP2012.ARC, [], [], 2012, True, None)",2012_MCMURRAY,129106177
DRIVERCONFIG_c,9655,,9655,0x170DA,9655,"DRIVER_c(1125, S_DRIVER_J_MONTOYA, None, False, S_HT_BOGOTA, 129435924, True, JPMontoya, 131727617, True, False)","DRIVERNUMBER_c(9673, W:\NAS2\Hud\2012\numbers\42_Montoya.tga, 42_JUANPABLOMONTOYA)","RACETEAM_c(1349, S_TEAM_EGR, None, EGRTeams)","LIVERIE_c(7110, JUANPABLOMONTOYA, BaseColour_c(255, 13, 0), S_SCHEME_DAYTONA, None, False, False, None, 0, None, False, None, False, 0)","DRIVERPIN_c(1733, S_XG_COUNTRY_USA, USA)","DRIVERINTERIORCONFIG_c(2380, 1, None, None)",DRIVERPORTRAIT_c(7396),True,AIRACEDRIVERPROFILE_c(3254),"RACESERIES_c(9670, S_SERIES_SPRINT_CUP, 9671, IMGSPRINTCUP2012.ARC, [], [], 2012, True, None)",2012_MONTOYA,129106177
DRIVERCONFIG_c,9656,,9656,0x1710D,9656,"DRIVER_c(1129, S_DRIVER_D_RAGAN, None, False, S_HT_UNADILLA, 130092056, True, DavidRagan, 131793153, True, False)","DRIVERNUMBER_c(9674, W:\NAS2\Hud\2012\numbers\34_Ragan.tga, 34_DAVIDRAGAN)","RACETEAM_c(1327, S_TEAM_FRM, None, FrontRowNASCAR)","LIVERIE_c(7138, DAVIDRAGAN, BaseColour_c(70, 35, 35), S_SCHEME_SHOOTOUT, None, False, False, None, 0, None, False, None, False, 0)","DRIVERPIN_c(1733, S_XG_COUNTRY_USA, USA)","DRIVERINTERIORCONFIG_c(12420, 1, None, None)",DRIVERPORTRAIT_c(7406),True,AIRACEDRIVERPROFILE_c(3233),"RACESERIES_c(9670, S_SERIES_SPRINT_CUP, 9671, IMGSPRINTCUP2012.ARC, [], [], 2012, True, None)",2012_RAGAN,129106177
DRIVERCONFIG_c,9658,,9658,0x17140,9658,"DRIVER_c(1085, S_DRIVER_M_AMBROSE, None, False, S_HT_LAUNCESTON, 129501441, True, MarcosAmbrose, 129106177, True, False)","DRIVERNUMBER_c(9699, W:\NAS2\Hud\2012\numbers\9_Ambrose.tga, 9_MARCOSAMBROSE)","RACETEAM_c(1325, S_TEAM_RPM_01, None, RPMotorsports)","LIVERIE_c(7116, MARCOSAMBROSE, BaseColour_c(0, 105, 155), S_SCHEME_DAYTONA, None, False, False, None, 0, None, False, None, False, 0)","DRIVERPIN_c(1733, S_XG_COUNTRY_USA, USA)","DRIVERINTERIORCONFIG_c(2655, 1, None, None)",DRIVERPORTRAIT_c(7390),True,AIRACEDRIVERPROFILE_c(3256),"RACESERIES_c(9670, S_SERIES_SPRINT_CUP, 9671, IMGSPRINTCUP2012.ARC, [], [], 2012, True, None)",2012_AMBROSE,129106177
DRIVERCONFIG_c,9659,,9659,0x17173,9659,"DRIVER_c(7174, S_DRIVER_J_WISE, None, False, S_STATE_CALIFORNIA, 129958407, True, Josh_Wise, 129106177, False, False)","DRIVERNUMBER_c(9713, W:\nas2\Hud\2012\numbers\26_Wise.tga, 26_JOSHWISE)","RACETEAM_c(1327, S_TEAM_FRM, None, FrontRowNASCAR)","LIVERIE_c(7152, JOSHWISE, BaseColour_c(0, 0, 180), S_SCHEME_AUTOCLUB, None, False, False, None, 0, None, False, None, False, 0)","DRIVERPIN_c(1733, S_XG_COUNTRY_USA, USA)","DRIVERINTERIORCONFIG_c(12420, 1, None, None)",DRIVERPORTRAIT_c(7156),True,AIRACEDRIVERPROFILE_c(12392),"RACESERIES_c(9670, S_SERIES_SPRINT_CUP, 9671, IMGSPRINTCUP2012.ARC, [], [], 2012, True, None)",2012_WISE,129106177
DRIVERCONFIG_c,9660,,9660,0x171A6,9660,"DRIVER_c(1095, S_DRIVER_K_BUSCH_01, None, False, S_HT_LAS_VEGAS, 129632260, True, kurtbusch, 131793153, True, True)","DRIVERNUMBER_c(9693, W:\nas2\Hud\2012\numbers\51_Busch.tga, 51_KURTBUSCH)","RACETEAM_c(10516, S_TEAM_PHOENIXRACING, None, phoenixracing51)","LIVERIE_c(7114, KURTBUSCH, BaseColour_c(0, 55, 255), S_SCHEME_DAYTONA, None, False, False, None, 0, None, False, None, False, 0)","DRIVERPIN_c(1733, S_XG_COUNTRY_USA, USA)","DRIVERINTERIORCONFIG_c(12421, 1, None, None)",DRIVERPORTRAIT_c(7392),True,AIRACEDRIVERPROFILE_c(3231),"RACESERIES_c(9670, S_SERIES_SPRINT_CUP, 9671, IMGSPRINTCUP2012.ARC, [], [], 2012, True, None)",2012_BUSCHKURT,131334401
DRIVERCONFIG_c,9661,,9661,0x171D9,9661,"DRIVER_c(2847, S_DRIVER_T_KVAPIL, None, False, S_HT_JANESVILLE, 129499905, True, TravisKvapil, 129106177, False, False)","DRIVERNUMBER_c(12630, W:\nas2\Hud\2012\numbers\93_Kvapil.tga, 93_KVAPIL)","RACETEAM_c(10518, S_TEAM_BKRACING, None, BKRacing8393)","LIVERIE_c(7131, TRAVISKVAPIL, BaseColour_c(255, 255, 6), S_SCHEME_AUTOCLUB, None, False, False, None, 0, None, False, None, False, 0)","DRIVERPIN_c(1733, S_XG_COUNTRY_USA, USA)","DRIVERINTERIORCONFIG_c(12421, 1, None, None)",DRIVERPORTRAIT_c(7379),True,AIRACEDRIVERPROFILE_c(3249),"RACESERIES_c(9670, S_SERIES_SPRINT_CUP, 9671, IMGSPRINTCUP2012.ARC, [], [], 2012, True, None)",2012_KVAPIL,129106177
DRIVERCONFIG_c,9662,,9662,0x1720C,9662,"DRIVER_c(5766, S_DRIVER_T_BAYNE, None, False, S_HT_KNOXVILLE, 130482707, True, tbayne21, 131793153, False, False)","DRIVERNUMBER_c(9710, W:\NAS2\Hud\2012\numbers\21_Bayne.tga, 21_TREVORBAYNE)","RACETEAM_c(1341, S_TEAM_WBR, None, woodbrothers21)","LIVERIE_c(7132, TREVORBAYNE, BaseColour_c(10, 10, 10), S_SCHEME_DAYTONA, None, False, False, None, 0, None, False, None, False, 0)","DRIVERPIN_c(1733, S_XG_COUNTRY_USA, USA)","DRIVERINTERIORCONFIG_c(2655, 1, None, None)",DRIVERPORTRAIT_c(7381),True,AIRACEDRIVERPROFILE_c(6921),"RACESERIES_c(9670, S_SERIES_SPRINT_CUP, 9671, IMGSPRINTCUP2012.ARC, [], [], 2012, True, None)",2012_BAYNE,129106177
DRIVERCONFIG_c,10527,,10527,0x1723F,10527,"DRIVER_c(1134, S_DRIVER_R_SMITH, None, False, S_HT_CATO, 129960215, True, Regan_Smith_, 131793153, False, False)","DRIVERNUMBER_c(9676, W:\NAS2\Hud\2012\numbers\78_Smith.tga, 78_REGANSMITH)","RACETEAM_c(1355, S_TEAM_FRR, None, FR78Racing)","LIVERIE_c(11447, 12_REGANSMITH, BaseColour_c(0, 0, 180), S_SCHEME_DAYTONA, None, False, False, None, 5000, None, False, None, False, 0)","DRIVERPIN_c(1733, S_XG_COUNTRY_USA, USA)","DRIVERINTERIORCONFIG_c(12420, 1, None, None)",DRIVERPORTRAIT_c(14748),True,AIRACEDRIVERPROFILE_c(3262),"RACESERIES_c(9670, S_SERIES_SPRINT_CUP, 9671, IMGSPRINTCUP2012.ARC, [], [], 2012, True, None)",2012_SMITHREGAN,129106177
DRIVERCONFIG_c,11436,,11436,0x17272,11436,"DRIVER_c(1415, S_DRIVER_S_SPEED, None, False, S_HT_MANTECA, 129958168, True, scottspeed, 129106177, False, False)","DRIVERNUMBER_c(9686, W:\NAS2\Hud\2012\numbers\95_Speed.tga, 95_SCOTTSPEED)","RACETEAM_c(8739, S_TEAM_LFR, None, LeavineFamily95)","LIVERIE_c(11449, 12_SCOTTSPEED, BaseColour_c(0, 0, 180), S_SCHEME_TEXAS, None, False, False, None, 5000, None, False, None, False, 0)","DRIVERPIN_c(1733, S_XG_COUNTRY_USA, USA)","DRIVERINTERIORCONFIG_c(12419, 1, None, None)",DRIVERPORTRAIT_c(8992),True,AIRACEDRIVERPROFILE_c(3263),"RACESERIES_c(9670, S_SERIES_SPRINT_CUP, 9671, IMGSPRINTCUP2012.ARC, [], [], 2012, True, None)",2012_SPEED,129106177
DRIVERCONFIG_c,11437,,11437,0x172A5,11437,"DRIVER_c(1126, S_DRIVER_J_NEMECHEK, None, False, S_HT_LAKELAND, 128649498, True, FrontRowJoe87, 129106177, False, False)","DRIVERNUMBER_c(9690, W:\nas2\Hud\2012\numbers\87_Nemechek.tga, 87_JOENEMECHEK)","RACETEAM_c(1350, S_TEAM_NM, None, )","LIVERIE_c(11450, 12_JOENEMECHEK, BaseColour_c(0, 0, 180), S_SCHEME_BRISTOL, None, False, False, None, 5000, None, False, None, False, 0)","DRIVERPIN_c(1733, S_XG_COUNTRY_USA, USA)","DRIVERINTERIORCONFIG_c(12420, 1, None, None)",DRIVERPORTRAIT_c(14614),True,AIRACEDRIVERPROFILE_c(3264),"RACESERIES_c(9670, S_SERIES_SPRINT_CUP, 9671, IMGSPRINTCUP2012.ARC, [], [], 2012, True, None)",2012_NEMECHEK,129106177
DRIVERCONFIG_c,11438,,11438,0x172D8,11438,"DRIVER_c(1091, S_DRIVER_D_BLANEY, None, False, S_HT_HARTFORD, 128584216, True, BuckeyeBullet10, 129106177, False, False)","DRIVERNUMBER_c(9709, W:\nas2\Hud\2012\numbers\36_Blaney.tga, 36_DAVEBLANEY)","RACETEAM_c(1347, S_TEAM_TBR, None, TBR_Racing)","LIVERIE_c(11453, 12_DAVEBLANEY, BaseColour_c(0, 0, 180), S_SCHEME_BRISTOL, None, False, False, None, 5000, None, False, None, False, 0)","DRIVERPIN_c(1733, S_XG_COUNTRY_USA, USA)","DRIVERINTERIORCONFIG_c(12418, 1, None, None)",DRIVERPORTRAIT_c(14598),True,AIRACEDRIVERPROFILE_c(3260),"RACESERIES_c(9670, S_SERIES_SPRINT_CUP, 9671, IMGSPRINTCUP2012.ARC, [], [], 2012, True, None)",2012_BLANEY,129106177
DRIVERCONFIG_c,11439,,11439,0x1730B,11439,"DRIVER_c(9666, S_DRIVER_L_CASSILL, None, False, S_WORLD_LOC_IOWA, 130352903, True, landoncassill, 129106177, False, False)","DRIVERNUMBER_c(11440, W:\nas2\Hud\2012\numbers\83_Cassill.tga, 83_CASSILL)","RACETEAM_c(10518, S_TEAM_BKRACING, None, BKRacing8393)","LIVERIE_c(11454, 12_LANDONCASSILL, BaseColour_c(0, 0, 180), S_SCHEME_DAYTONA, None, False, False, None, 5000, None, False, None, False, 0)","DRIVERPIN_c(1733, S_XG_COUNTRY_USA, USA)","DRIVERINTERIORCONFIG_c(12421, 1, None, None)",DRIVERPORTRAIT_c(12595),True,AIRACEDRIVERPROFILE_c(3356),"RACESERIES_c(9670, S_SERIES_SPRINT_CUP, 9671, IMGSPRINTCUP2012.ARC, [], [], 2012, True, None)",2012_CASSILL,129106177
DRIVERCONFIG_c,11441,,11441,0x1733E,11441,"DRIVER_c(1124, S_DRIVER_C_MEARS, None, False, S_HT_BAKERSFIELD, 129630988, True, CaseyMears13, 129106177, False, False)","DRIVERNUMBER_c(9711, W:\nas2\Hud\2012\numbers\13_Mears.tga, 13_CASEYMEARS)","RACETEAM_c(1352, S_TEAM_GR, None, GermainRacing)","LIVERIE_c(11448, 12_CASEYMEARS, BaseColour_c(0, 0, 180), S_SCHEME_DAYTONA, None, False, False, None, 5000, None, False, None, False, 0)","DRIVERPIN_c(1733, S_XG_COUNTRY_USA, USA)","DRIVERINTERIORCONFIG_c(12419, 1, None, None)",DRIVERPORTRAIT_c(14613),True,AIRACEDRIVERPROFILE_c(3365),"RACESERIES_c(9670, S_SERIES_SPRINT_CUP, 9671, IMGSPRINTCUP2012.ARC, [], [], 2012, True, None)",2012_MEARS,129106177
DRIVERCONFIG_c,11442,,11442,0x17371,11442,"DRIVER_c(1400, S_DRIVER_M_MCDOWELL, None, False, S_HT_GLENDALE, 130026517, True, Mc_Driver, 129106177, False, False)","DRIVERNUMBER_c(11443, W:\nas2\Hud\2012\numbers\98_McDowell.tga, 98_MCDOWELL)","RACETEAM_c(11444, S_TEAM_PARSONS, None, )","LIVERIE_c(11451, 12_MICHAELMCDOWELL, BaseColour_c(0, 0, 180), S_SCHEME_DAYTONA, None, False, False, None, 5000, None, False, None, False, 0)","DRIVERPIN_c(1733, S_XG_COUNTRY_USA, USA)","DRIVERINTERIORCONFIG_c(12421, 1, None, None)",DRIVERPORTRAIT_c(14746),True,AIRACEDRIVERPROFILE_c(3258),"RACESERIES_c(9670, S_SERIES_SPRINT_CUP, 9671, IMGSPRINTCUP2012.ARC, [], [], 2012, True, None)",2012_MCDOWELL,129106177
DRIVERCONFIG_c,11445,,11445,0x173A4,11445,"DRIVER_c(1142, S_DRIVER_JJ_YELEY, None, False, S_HT_PHOENIX, 131072257, True, , 129106177, False, False)","DRIVERNUMBER_c(9715, W:\NAS2\Hud\2012\numbers\0_placeholder.tga, 49_JJYELEY)","RACETEAM_c(11446, S_TEAM_ROB_BLAK, None, )","LIVERIE_c(11452, 12_JJYELEY, BaseColour_c(0, 0, 180), S_LIV_PRIMARY, None, False, False, None, 5000, None, False, None, False, 0)","DRIVERPIN_c(1733, S_XG_COUNTRY_USA, USA)","DRIVERINTERIORCONFIG_c(12419, 1, None, None)",DRIVERPORTRAIT_c(7485),True,AIRACEDRIVERPROFILE_c(3370),None,2012_YELEY,129106177
DRIVERCONFIG_c,12591,,12591,0x173D7,12591,"DRIVER_c(1109, S_DRIVER_S_HORNISH_JR, None, False, S_HT_BRYAN, 129697538, True, SamHornish, 129106177, False, False)","DRIVERNUMBER_c(12592, W:\nas2\Hud\2012\numbers\22_allmendinger.tga, 12_SAMHORNISHJR)","RACETEAM_c(1336, S_TEAM_PR_01, None, penskeracing)","LIVERIE_c(12593, 12_HORNISHJR, BaseColour_c(0, 0, 180), S_SCHEME_NEWHAMPSHIRE, None, False, False, None, 5000, None, False, None, False, 0)","DRIVERPIN_c(1733, S_XG_COUNTRY_USA, USA)","DRIVERINTERIORCONFIG_c(12423, 1, None, None)",DRIVERPORTRAIT_c(14747),True,AIRACEDRIVERPROFILE_c(13107),"RACESERIES_c(9670, S_SERIES_SPRINT_CUP, 9671, IMGSPRINTCUP2012.ARC, [], [], 2012, True, None)",2012_HORNISHJR,129106177
DRIVERCONFIG_c,12597,,12597,0x1740A,12597,"DRIVER_c(12601, S_DRIVER_TITLE, None, True, , 131072257, True, , 129106177, False, False)","DRIVERNUMBER_c(12606, W:\nas2\Hud\2012\numbers\0_placeholder.tga, 0_TELEMETRYDRIVER)","RACETEAM_c(2403, S_TEAM_CUSTOM_CHEVROLET, None, )","LIVERIE_c(12602, TELEMETRYCHEVROLET, BaseColour_c(0, 0, 180), S_LIV_PRIMARY, None, False, False, None, 0, None, False, None, False, 0)","DRIVERPIN_c(1733, S_XG_COUNTRY_USA, USA)","DRIVERINTERIORCONFIG_c(12419, 1, None, None)",DRIVERPORTRAIT_c(7481),False,AIRACEDRIVERPROFILE_c(3228),"RACESERIES_c(9670, S_SERIES_SPRINT_CUP, 9671, IMGSPRINTCUP2012.ARC, [], [], 2012, True, None)",TELEMETRYCHEVROLET,129106177
DRIVERCONFIG_c,12598,,12598,0x1743D,12598,"DRIVER_c(12608, S_DRIVER_TITLE, None, True, , 131072257, True, , 129106177, False, False)","DRIVERNUMBER_c(12606, W:\nas2\Hud\2012\numbers\0_placeholder.tga, 0_TELEMETRYDRIVER)","RACETEAM_c(2404, S_TEAM_CUSTOM_DODGE, None, )","LIVERIE_c(12603, TELEMETRYDODGE, BaseColour_c(0, 0, 180), S_LIV_PRIMARY, None, False, False, None, 0, None, False, None, False, 0)","DRIVERPIN_c(1733, S_XG_COUNTRY_USA, USA)","DRIVERINTERIORCONFIG_c(12420, 1, None, None)",DRIVERPORTRAIT_c(7482),False,AIRACEDRIVERPROFILE_c(3228),"RACESERIES_c(9670, S_SERIES_SPRINT_CUP, 9671, IMGSPRINTCUP2012.ARC, [], [], 2012, True, None)",TELEMETRYDODGE,129106177
DRIVERCONFIG_c,12599,,12599,0x17470,12599,"DRIVER_c(12609, S_DRIVER_TITLE, None, True, , 131072257, True, , 129106177, False, False)","DRIVERNUMBER_c(12606, W:\nas2\Hud\2012\numbers\0_placeholder.tga, 0_TELEMETRYDRIVER)","RACETEAM_c(2405, S_TEAM_CUSTOM_FORD, None, )","LIVERIE_c(12604, TELEMETRYFORD, BaseColour_c(0, 0, 180), S_LIV_PRIMARY, None, False, False, None, 0, None, False, None, False, 0)","DRIVERPIN_c(1733, S_XG_COUNTRY_USA, USA)","DRIVERINTERIORCONFIG_c(12421, 1, None, None)",DRIVERPORTRAIT_c(7483),False,AIRACEDRIVERPROFILE_c(3228),"RACESERIES_c(9670, S_SERIES_SPRINT_CUP, 9671, IMGSPRINTCUP2012.ARC, [], [], 2012, True, None)",TELEMETRYFORD,129106177
DRIVERCONFIG_c,12600,,12600,0x174A3,12600,"DRIVER_c(12610, S_DRIVER_TITLE, None, True, , 131072257, True, , 129106177, False, False)","DRIVERNUMBER_c(12606, W:\nas2\Hud\2012\numbers\0_placeholder.tga, 0_TELEMETRYDRIVER)","RACETEAM_c(2406, S_TEAM_CUSTOM_TOYOTA, None, )","LIVERIE_c(12605, TELEMETRYTOYOTA, BaseColour_c(0, 0, 180), S_LIV_PRIMARY, None, False, False, None, 0, None, False, None, False, 0)","DRIVERPIN_c(1733, S_XG_COUNTRY_USA, USA)","DRIVERINTERIORCONFIG_c(12422, 1, None, None)",DRIVERPORTRAIT_c(7484),False,AIRACEDRIVERPROFILE_c(3228),"RACESERIES_c(9670, S_SERIES_SPRINT_CUP, 9671, IMGSPRINTCUP2012.ARC, [], [], 2012, True, None)",TELEMETRYTOYOTA,129106177
DRIVERCONFIG_c,12621,,12621,0x174D6,12621,"DRIVER_c(1137, S_DRIVER_D_STREMME, None, False, S_HT_SOUTH_BEND, 131072257, True, DavidStremme, 129106177, False, False)","DRIVERNUMBER_c(12626, W:\nas2\Hud\2012\numbers\30_Stremme.tga, 30_DAVIDSTREMME)","RACETEAM_c(12622, S_TEAM_INCEPTION, None, InceptionRacing)","LIVERIE_c(12625, 12_DAVIDSTREMME, BaseColour_c(0, 0, 180), S_SCHEME_VEGAS, None, False, False, None, 5000, None, False, None, False, 0)","DRIVERPIN_c(1733, S_XG_COUNTRY_USA, USA)","DRIVERINTERIORCONFIG_c(12419, 1, None, None)",DRIVERPORTRAIT_c(14745),True,AIRACEDRIVERPROFILE_c(3228),"RACESERIES_c(9670, S_SERIES_SPRINT_CUP, 9671, IMGSPRINTCUP2012.ARC, [], [], 2012, True, None)",2012_STREMME,129106177
DRIVERCONFIG_c,15702,,15702,0x17509,15702,None,None,None,None,"DRIVERPIN_c(1733, S_XG_COUNTRY_USA, USA)",None,None,False,AIRACEDRIVERPROFILE_c(3228),"RACESERIES_c(9670, S_SERIES_SPRINT_CUP, 9671, IMGSPRINTCUP2012.ARC, [], [], 2012, True, None)",CUSTOMGENERICFEMALE,129106177
DRIVERCONFIG_c,15783,,15783,0x1753C,15783,None,None,None,None,"DRIVERPIN_c(1733, S_XG_COUNTRY_USA, USA)",None,None,False,AIRACEDRIVERPROFILE_c(3228),"RACESERIES_c(9670, S_SERIES_SPRINT_CUP, 9671, IMGSPRINTCUP2012.ARC, [], [], 2012, True, None)",MISSSPRINTCUP,129106177
DRIVERCONFIG_c,17542,,17542,0x1756F,17542,"DRIVER_c(9663, S_DRIVER_A_DILLON, None, False, S_STATE_NORTH_CAROLINA, 130417691, True, austindillon3, 129106177, False, False)","DRIVERNUMBER_c(18296, W:\nas2\Hud\2012\numbers\33_Dillon.tga, 33_AUSTINDILLON)","RACETEAM_c(1333, S_TEAM_RCR, None, RCRracing)","LIVERIE_c(17543, 12_AUSTINDILLON, BaseColour_c(0, 0, 180), S_SCHEME_MICHIGAN, None, False, False, None, 5000, None, False, None, False, 0)","DRIVERPIN_c(1733, S_XG_COUNTRY_USA, USA)","DRIVERINTERIORCONFIG_c(12419, 1, None, None)",DRIVERPORTRAIT_c(18295),True,AIRACEDRIVERPROFILE_c(18354),"RACESERIES_c(9670, S_SERIES_SPRINT_CUP, 9671, IMGSPRINTCUP2012.ARC, [], [], 2012, True, None)",2012_DILLON,129106177
DRIVERCONFIG_c,18308,,18308,0x175A2,18308,"DRIVER_c(1084, S_DRIVER_A_ALMIROLA, None, False, S_HT_TAMPA, 130024206, True, aric_almirola, 129106177, True, False)","DRIVERNUMBER_c(9698, W:\nas2\Hud\2012\numbers\43_Almirola.tga, 43_ARICALMIROLA)","RACETEAM_c(1325, S_TEAM_RPM_01, None, RPMotorsports)","LIVERIE_c(18794, DLC_LIV_43_ALMIROLA_2013, BaseColour_c(106, 181, 0), S_SCHEME_DAYTONA, None, False, False, None, 0, None, False, None, False, 0)","DRIVERPIN_c(1733, S_XG_COUNTRY_USA, USA)","DRIVERINTERIORCONFIG_c(22337, 1, None, None)",DRIVERPORTRAIT_c(7417),True,AIRACEDRIVERPROFILE_c(3355),"RACESERIES_c(18306, S_SERIES_SPRINT_CUP, 18307, IMGSPRINTCUP2013.ARC, [], [], 2013, False, None)",2013_ALMIROLA,129106177
DRIVERCONFIG_c,18309,,18309,0x175D5,18309,"DRIVER_c(1096, S_DRIVER_K_BUSCH_02, None, False, S_HT_LAS_VEGAS, 130090242, True, kylebusch, 131793153, True, True)","DRIVERNUMBER_c(9684, W:\NAS2\Hud\2012\numbers\18_Busch.tga, 18_KYLEBUSCH)","RACETEAM_c(1335, S_TEAM_JGR, None, joegibbsracing)","LIVERIE_c(18778, DLC_LIV_18_BUSCH_2013, BaseColour_c(106, 181, 0), S_SCHEME_DAYTONA, None, False, False, None, 0, None, False, None, False, 0)","DRIVERPIN_c(1733, S_XG_COUNTRY_USA, USA)","DRIVERINTERIORCONFIG_c(22329, 1, None, None)",DRIVERPORTRAIT_c(7391),True,AIRACEDRIVERPROFILE_c(3242),"RACESERIES_c(18306, S_SERIES_SPRINT_CUP, 18307, IMGSPRINTCUP2013.ARC, [], [], 2013, False, None)",2013_BUSCHKYLE,129106177
